Calculating CF SIMPLE for k = 20


TO DATE : 
	 Total Trans 		 MAE 
	--------------------------------------------------- 
	 1000 	 7.880000e-01
	 2000 	 7.525000e-01
	 3000 	 7.606667e-01
	 4000 	 7.700000e-01
	 5000 	 7.594000e-01
	 6000 	 7.528333e-01
	 7000 	 7.494286e-01
	 8000 	 7.527500e-01
	 9000 	 7.528889e-01
	 10000 	 7.599000e-01
	 11000 	 7.562727e-01
	 12000 	 7.567500e-01
	 13000 	 7.547692e-01
	 14000 	 7.534286e-01
	 15000 	 7.518667e-01
	 16000 	 7.524375e-01
	 17000 	 7.517647e-01
	 18000 	 7.516667e-01
	 19000 	 7.514211e-01
	 20000 	 7.509500e-01
	 21000 	 7.497619e-01
	 22000 	 7.486818e-01
	 23000 	 7.480870e-01
	 24000 	 7.489167e-01
	 25000 	 7.490400e-01
	 26000 	 7.486923e-01
	 27000 	 7.504074e-01
	 28000 	 7.488214e-01
	 29000 	 7.477931e-01
	 30000 	 7.484333e-01
	 31000 	 7.488710e-01
	 32000 	 7.488750e-01
	 33000 	 7.488788e-01
	 34000 	 7.485588e-01
	 35000 	 7.487143e-01
	 36000 	 7.485556e-01
	 37000 	 7.497838e-01
	 38000 	 7.501579e-01
	 39000 	 7.502821e-01
	 40000 	 7.514750e-01
	 41000 	 7.516829e-01
	 42000 	 7.513810e-01
	 43000 	 7.513953e-01
	 44000 	 7.507727e-01
	 45000 	 7.508444e-01
	 46000 	 7.511087e-01
	 47000 	 7.509574e-01
	 48000 	 7.514583e-01
	 49000 	 7.513061e-01
	 50000 	 7.508400e-01
	 51000 	 7.510000e-01
	 52000 	 7.514615e-01
	 53000 	 7.506604e-01
	 54000 	 7.506111e-01
	 55000 	 7.500727e-01
	 56000 	 7.501071e-01
	 57000 	 7.497193e-01
	 58000 	 7.499483e-01
	 59000 	 7.499153e-01
	 60000 	 7.502500e-01
	 61000 	 7.501967e-01
	 62000 	 7.503387e-01
	 63000 	 7.501111e-01
	 64000 	 7.498906e-01
	 65000 	 7.495385e-01
	 66000 	 7.489091e-01
	 67000 	 7.490000e-01
	 68000 	 7.491618e-01
	 69000 	 7.487681e-01
	 70000 	 7.486857e-01
	 71000 	 7.490000e-01
	 72000 	 7.491389e-01
	 73000 	 7.489315e-01
	 74000 	 7.485811e-01
	 75000 	 7.487733e-01
	 76000 	 7.482105e-01
	 77000 	 7.481299e-01
	 78000 	 7.481410e-01
	 79000 	 7.480759e-01
	 80000 	 7.478625e-01
	 81000 	 7.477901e-01
	 82000 	 7.478902e-01
	 83000 	 7.474217e-01
	 84000 	 7.478810e-01
	 85000 	 7.483059e-01
	 86000 	 7.483372e-01
	 87000 	 7.479655e-01
	 88000 	 7.478068e-01
	 89000 	 7.482921e-01
	 90000 	 7.484111e-01
	 91000 	 7.480769e-01
	 92000 	 7.486304e-01
	 93000 	 7.487204e-01
	 94000 	 7.485957e-01
	 95000 	 7.484105e-01
	 96000 	 7.483021e-01
	 97000 	 7.482577e-01
	 98000 	 7.486531e-01
	 99000 	 7.482929e-01
	 100000 	 7.483900e-01
	 101000 	 7.486733e-01
